gene	Ambalavanan_25449221	Bhattacharya_33552042	Dai_34276789_data	Gong_32412065	Li_26030808	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Wang_23897914	Wang_35790551_circRNA	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Da_paepe_20718599	Fulton_30459472	Oji_mmuo_33177681_mRNA	Shen_33093882	Siddiah_37123538	Ahmed_37839510	Hamvas_30342483	Luo_36514862_eqtl	Luo_36514862_SNPS	Hadchoul_data	Torgerson_30113228	Tsotakos_35947545_down	Tsotakos_35947545_up	maic_score	contributors
CPSF3L	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
GLTPD1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TAS1R3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
DVL1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245224059062268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MXRA8	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
AURKAIP1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CCNL2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MRPL20	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ANKRD65	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TMEM88B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
VWA1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ATAD3C	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ATAD3A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TMEM240	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024675605778698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MIB2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
NADK	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0356366882662964	1.0245725150311809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CALML6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KIAA1751	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PRKCZ	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0246274116521499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
C1orf86	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SKI	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MORN1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PEX10	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLCH2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PANK4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
HES5	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TNFRSF14	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FAM213B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MMEL1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TTC34	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0327699849590015	1.0247774198606112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ACTRT2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0247142249132168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PRDM16	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0247582698765523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ARHGEF16	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MEGF6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
WRAP73	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TP73	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0362000287999393	1.024709437417202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CCDC27	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
LRRC47	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0365000326344236	1.0248661481200843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CEP104	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
DFFB	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
C1orf174	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
AJAP1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
NPHP4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KCNAB2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032813318846205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CHD5	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
RNF207	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
HES3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
GPR153	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
HES2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ESPN	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TNFRSF25	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLEKHG5	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.036310030205917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
NOL9	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TAS1R1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ZBTB48	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KLHL21	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
THAP3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
DNAJC11	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CAMTA1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0246507107994214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PER3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
UTS2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PARK7	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ERRFI1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024763057372567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SLC45A1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245045325877717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
RERE	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0248505089664361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CA6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SLC2A7	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SLC2A5	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024852423964842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
GPR157	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
H6PD	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.031349966809109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TMEM201	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PIK3CD	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CLSTN1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
NMNAT1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
UBE4B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KIF1B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0246315608153627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PGD	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
APITD1-CORT	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
DFFA	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CASZ1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024536768394271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
C1orf127	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MASP2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
EXOSC10	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MTOR	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ANGPTL7	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
