gene	Ambalavanan_25449221	Bhattacharya_33552042	Dai_34276789_data	Gong_32412065	Li_26030808	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Wang_23897914	Wang_35790551_circRNA	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Da_paepe_20718599	Fulton_30459472	Oji_mmuo_33177681_mRNA	Shen_33093882	Siddiah_37123538	Ahmed_37839510	Hamvas_30342483	Luo_36514862_eqtl	Luo_36514862_SNPS	Hadchoul_data	Torgerson_30113228	Tsotakos_35947545_down	Tsotakos_35947545_up	maic_score	contributors
PTCHD2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FBXO2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FBXO44	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FBXO6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MAD2L2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
AGTRAP	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MTHFR	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CLCN6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
NPPA	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
NPPB	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KIAA2013	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLOD1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MFN2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MIIP	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TNFRSF1B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
VPS13D	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0246854999371284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
AADACL3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
C1orf158	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PRAMEF12	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PRAMEF1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PRAMEF2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
LRRC38	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PDPN	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PRDM2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0355333536121962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KAZN	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.036813369972663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TMEM51	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FHAD1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0359733592361067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
EFHD2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CTRC	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0322533116885009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CELA2A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CELA2B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CASP9	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245319808982563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
RSC1A1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLEKHM2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TMEM82	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FBLIM1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
UQCRHL	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SPEN	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ZBTB17	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024833912313585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
C1orf64	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CLCNKA	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CLCNKB	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
EPHA2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ARHGEF19	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FBXO42	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CROCC	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MFAP2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ATP13A2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245450667206966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SDHB	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PADI2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	1.032823318974021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PADI1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PADI3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PADI4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PADI6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
RCC2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ARHGEF10L	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ACTL8	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
IGSF21	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0323033123275815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KLHDC7A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TAS1R2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ALDH4A1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
IFFO2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
UBR4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
EMC1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MRTO4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
AKR7A2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PQLC2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
MINOS1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
HTR6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
TMCO4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
RNF186	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
OTUD3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLA2G2E	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLA2G2D	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLA2G2F	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PLA2G2C	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
VWA5B1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
FAM43B	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
CDA	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
PINK1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
DDOST	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
KIF17	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
SH2D5	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
HP1BP3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
EIF4G3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
ECE1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0398994603182725	BLOOD: Li_26030808
